original_url,modified_url,gender,DATE,MEET,STATE_PROV
https://www.tfrrs.org/results/78237/Jack_Christiansen_Invite,https://www.tfrrs.org/results/m/78237/Jack_Christiansen_Invite,m,2001-03-31,Jack Christiansen Invite,CO
https://www.tfrrs.org/results/78237/Jack_Christiansen_Invite,https://www.tfrrs.org/results/f/78237/Jack_Christiansen_Invite,f,2001-03-31,Jack Christiansen Invite,CO
https://www.tfrrs.org/results/77782/Ramapo_College_Track__Field_Invitational,https://www.tfrrs.org/results/m/77782/Ramapo_College_Track__Field_Invitational,m,2001-03-31,Ramapo College Track & Field Invitational,NJ
https://www.tfrrs.org/results/77782/Ramapo_College_Track__Field_Invitational,https://www.tfrrs.org/results/f/77782/Ramapo_College_Track__Field_Invitational,f,2001-03-31,Ramapo College Track & Field Invitational,NJ
https://www.tfrrs.org/results/75518/SNHU_Spring_Twilight_Invitational,https://www.tfrrs.org/results/m/75518/SNHU_Spring_Twilight_Invitational,m,2023-03-31,SNHU Spring Twilight Invitational,NH
https://www.tfrrs.org/results/75518/SNHU_Spring_Twilight_Invitational,https://www.tfrrs.org/results/f/75518/SNHU_Spring_Twilight_Invitational,f,2023-03-31,SNHU Spring Twilight Invitational,NH
https://www.tfrrs.org/results/77087/Bob_Kahn_Invitational,https://www.tfrrs.org/results/m/77087/Bob_Kahn_Invitational,m,2001-03-31,Bob Kahn Invitational,OH
https://www.tfrrs.org/results/77087/Bob_Kahn_Invitational,https://www.tfrrs.org/results/f/77087/Bob_Kahn_Invitational,f,2001-03-31,Bob Kahn Invitational,OH
https://www.tfrrs.org/results/77682/UAB_Spring_Invitational,https://www.tfrrs.org/results/m/77682/UAB_Spring_Invitational,m,2001-03-31,UAB Spring Invitational,AL
https://www.tfrrs.org/results/77682/UAB_Spring_Invitational,https://www.tfrrs.org/results/f/77682/UAB_Spring_Invitational,f,2001-03-31,UAB Spring Invitational,AL
https://www.tfrrs.org/results/77933/2023_Moorpark_College_Invitational,https://www.tfrrs.org/results/m/77933/2023_Moorpark_College_Invitational,m,2023-03-31,2023 Moorpark College Invitational,CA
https://www.tfrrs.org/results/77933/2023_Moorpark_College_Invitational,https://www.tfrrs.org/results/f/77933/2023_Moorpark_College_Invitational,f,2023-03-31,2023 Moorpark College Invitational,CA
https://www.tfrrs.org/results/76089/Spartan_Invite,https://www.tfrrs.org/results/m/76089/Spartan_Invite,m,2023-03-31,Spartan Invite,MI
https://www.tfrrs.org/results/76089/Spartan_Invite,https://www.tfrrs.org/results/f/76089/Spartan_Invite,f,2023-03-31,Spartan Invite,MI
https://www.tfrrs.org/results/77494/Black__Gold_Invitational,https://www.tfrrs.org/results/m/77494/Black__Gold_Invitational,m,2001-03-31,Black & Gold Invitational,RI
https://www.tfrrs.org/results/77494/Black__Gold_Invitational,https://www.tfrrs.org/results/f/77494/Black__Gold_Invitational,f,2001-03-31,Black & Gold Invitational,RI
https://www.tfrrs.org/results/75306/2023_Joey_Haines_Invite_,https://www.tfrrs.org/results/m/75306/2023_Joey_Haines_Invite_,m,2001-03-31,2023 Joey Haines Invite,MO
https://www.tfrrs.org/results/75306/2023_Joey_Haines_Invite_,https://www.tfrrs.org/results/f/75306/2023_Joey_Haines_Invite_,f,2001-03-31,2023 Joey Haines Invite,MO
https://www.tfrrs.org/results/76043/Arnie_Robinson_Invite,https://www.tfrrs.org/results/m/76043/Arnie_Robinson_Invite,m,2023-03-31,Arnie Robinson Invite,CA
https://www.tfrrs.org/results/76043/Arnie_Robinson_Invite,https://www.tfrrs.org/results/f/76043/Arnie_Robinson_Invite,f,2023-03-31,Arnie Robinson Invite,CA
https://www.tfrrs.org/results/78034/Southwest_Baptist_Invitational,https://www.tfrrs.org/results/m/78034/Southwest_Baptist_Invitational,m,2001-03-31,Southwest Baptist Invitational,MO
https://www.tfrrs.org/results/78034/Southwest_Baptist_Invitational,https://www.tfrrs.org/results/f/78034/Southwest_Baptist_Invitational,f,2001-03-31,Southwest Baptist Invitational,MO
https://www.tfrrs.org/results/77255/Mike_Fanelli_Track_Classic,https://www.tfrrs.org/results/m/77255/Mike_Fanelli_Track_Classic,m,2001-03-30,Mike Fanelli Track Classic,CA
https://www.tfrrs.org/results/77255/Mike_Fanelli_Track_Classic,https://www.tfrrs.org/results/f/77255/Mike_Fanelli_Track_Classic,f,2001-03-30,Mike Fanelli Track Classic,CA
https://www.tfrrs.org/results/75370/2023_Danny_Curran_Invitational,https://www.tfrrs.org/results/m/75370/2023_Danny_Curran_Invitational,m,2001-03-30,2023 Danny Curran Invitational,PA
https://www.tfrrs.org/results/75370/2023_Danny_Curran_Invitational,https://www.tfrrs.org/results/f/75370/2023_Danny_Curran_Invitational,f,2001-03-30,2023 Danny Curran Invitational,PA
https://www.tfrrs.org/results/79409/Australian_Open_and_Under_20_Championships,https://www.tfrrs.org/results/m/79409/Australian_Open_and_Under_20_Championships,m,2002-03-30,Australian Open and Under 20 Championships,QL
https://www.tfrrs.org/results/79409/Australian_Open_and_Under_20_Championships,https://www.tfrrs.org/results/f/79409/Australian_Open_and_Under_20_Championships,f,2002-03-30,Australian Open and Under 20 Championships,QL
https://www.tfrrs.org/results/77205/Embry-Riddle_Spikes_Classic_and_Multi_College,https://www.tfrrs.org/results/m/77205/Embry-Riddle_Spikes_Classic_and_Multi_College,m,2001-03-30,Embry-Riddle Spike's Classic  and Multi College,FL
https://www.tfrrs.org/results/77205/Embry-Riddle_Spikes_Classic_and_Multi_College,https://www.tfrrs.org/results/f/77205/Embry-Riddle_Spikes_Classic_and_Multi_College,f,2001-03-30,Embry-Riddle Spike's Classic  and Multi College,FL
https://www.tfrrs.org/results/77315/Friends_University_Spring_Invitational,https://www.tfrrs.org/results/m/77315/Friends_University_Spring_Invitational,m,2001-03-30,Friends University Spring Invitational,KS
https://www.tfrrs.org/results/77315/Friends_University_Spring_Invitational,https://www.tfrrs.org/results/f/77315/Friends_University_Spring_Invitational,f,2001-03-30,Friends University Spring Invitational,KS
https://www.tfrrs.org/results/78421/Jack_Albiani_Invitational,https://www.tfrrs.org/results/m/78421/Jack_Albiani_Invitational,m,2023-03-30,Jack Albiani Invitational,CA
https://www.tfrrs.org/results/78421/Jack_Albiani_Invitational,https://www.tfrrs.org/results/f/78421/Jack_Albiani_Invitational,f,2023-03-30,Jack Albiani Invitational,CA
https://www.tfrrs.org/results/75304/Bobcat_Invitational_2023,https://www.tfrrs.org/results/m/75304/Bobcat_Invitational_2023,m,2001-03-30,Bobcat Invitational 2023,TX
https://www.tfrrs.org/results/75304/Bobcat_Invitational_2023,https://www.tfrrs.org/results/f/75304/Bobcat_Invitational_2023,f,2001-03-30,Bobcat Invitational 2023,TX
https://www.tfrrs.org/results/75478/Pacific_Multi_Meet,https://www.tfrrs.org/results/m/75478/Pacific_Multi_Meet,m,2023-03-30,Pacific Multi Meet,OR
https://www.tfrrs.org/results/75478/Pacific_Multi_Meet,https://www.tfrrs.org/results/f/75478/Pacific_Multi_Meet,f,2023-03-30,Pacific Multi Meet,OR
https://www.tfrrs.org/results/76716/West_Coast_Relays,https://www.tfrrs.org/results/m/76716/West_Coast_Relays,m,2023-03-30,West Coast Relays,CA
https://www.tfrrs.org/results/76716/West_Coast_Relays,https://www.tfrrs.org/results/f/76716/West_Coast_Relays,f,2023-03-30,West Coast Relays,CA
https://www.tfrrs.org/results/77062/2023_Colonial_Relays,https://www.tfrrs.org/results/m/77062/2023_Colonial_Relays,m,2001-03-30,2023 Colonial Relays,VA
https://www.tfrrs.org/results/77062/2023_Colonial_Relays,https://www.tfrrs.org/results/f/77062/2023_Colonial_Relays,f,2001-03-30,2023 Colonial Relays,VA
https://www.tfrrs.org/results/77850/Marian_University_-_Knight_Open,https://www.tfrrs.org/results/m/77850/Marian_University_-_Knight_Open,m,2023-03-30,Marian University - Knight Open,IN
https://www.tfrrs.org/results/77850/Marian_University_-_Knight_Open,https://www.tfrrs.org/results/f/77850/Marian_University_-_Knight_Open,f,2023-03-30,Marian University - Knight Open,IN
https://www.tfrrs.org/results/78250/Blue_and_Grey_Classic,https://www.tfrrs.org/results/m/78250/Blue_and_Grey_Classic,m,2023-03-29,Blue and Grey Classic,IN
https://www.tfrrs.org/results/78250/Blue_and_Grey_Classic,https://www.tfrrs.org/results/f/78250/Blue_and_Grey_Classic,f,2023-03-29,Blue and Grey Classic,IN
https://www.tfrrs.org/results/77369/2023_95th_Clyde_Littlefield_Texas_Relays,https://www.tfrrs.org/results/m/77369/2023_95th_Clyde_Littlefield_Texas_Relays,m,2001-03-29,2023 95th Clyde Littlefield Texas Relays,TX
https://www.tfrrs.org/results/77369/2023_95th_Clyde_Littlefield_Texas_Relays,https://www.tfrrs.org/results/f/77369/2023_95th_Clyde_Littlefield_Texas_Relays,f,2001-03-29,2023 95th Clyde Littlefield Texas Relays,TX
https://www.tfrrs.org/results/78557/Wesleyan_Swanson_Invite,https://www.tfrrs.org/results/m/78557/Wesleyan_Swanson_Invite,m,2023-03-26,Wesleyan Swanson Invite,CT
https://www.tfrrs.org/results/78557/Wesleyan_Swanson_Invite,https://www.tfrrs.org/results/f/78557/Wesleyan_Swanson_Invite,f,2023-03-26,Wesleyan Swanson Invite,CT
https://www.tfrrs.org/results/78884/LAI_Relays,https://www.tfrrs.org/results/m/78884/LAI_Relays,m,2023-03-25,LAI Relays,PR
https://www.tfrrs.org/results/78884/LAI_Relays,https://www.tfrrs.org/results/f/78884/LAI_Relays,f,2023-03-25,LAI Relays,PR
https://www.tfrrs.org/results/76904/Gary_Shaw_Open_Meet,https://www.tfrrs.org/results/m/76904/Gary_Shaw_Open_Meet,m,2023-03-25,Gary Shaw Open Meet,CA
https://www.tfrrs.org/results/76904/Gary_Shaw_Open_Meet,https://www.tfrrs.org/results/f/76904/Gary_Shaw_Open_Meet,f,2023-03-25,Gary Shaw Open Meet,CA
https://www.tfrrs.org/results/77537/BSU_Invite,https://www.tfrrs.org/results/m/77537/BSU_Invite,m,2023-03-25,BSU Invite,MA
https://www.tfrrs.org/results/77537/BSU_Invite,https://www.tfrrs.org/results/f/77537/BSU_Invite,f,2023-03-25,BSU Invite,MA
https://www.tfrrs.org/results/76374/Stockton_Invite,https://www.tfrrs.org/results/m/76374/Stockton_Invite,m,2023-03-25,Stockton Invite,NJ
https://www.tfrrs.org/results/76374/Stockton_Invite,https://www.tfrrs.org/results/f/76374/Stockton_Invite,f,2023-03-25,Stockton Invite,NJ
https://www.tfrrs.org/results/77446/Queens_College_Season_Opener,https://www.tfrrs.org/results/m/77446/Queens_College_Season_Opener,m,2023-03-25,Queens College Season Opener,NY
https://www.tfrrs.org/results/77446/Queens_College_Season_Opener,https://www.tfrrs.org/results/f/77446/Queens_College_Season_Opener,f,2023-03-25,Queens College Season Opener,NY
https://www.tfrrs.org/results/75313/Yellow_Jacket_Collegiate_Outdoor,https://www.tfrrs.org/results/m/75313/Yellow_Jacket_Collegiate_Outdoor,m,2023-03-25,Yellow Jacket Collegiate Outdoor,OH
https://www.tfrrs.org/results/75313/Yellow_Jacket_Collegiate_Outdoor,https://www.tfrrs.org/results/f/75313/Yellow_Jacket_Collegiate_Outdoor,f,2023-03-25,Yellow Jacket Collegiate Outdoor,OH
https://www.tfrrs.org/results/78231/Southwestern_Jinx_Inv,https://www.tfrrs.org/results/m/78231/Southwestern_Jinx_Inv,m,2023-03-25,Southwestern Jinx Inv,KS
https://www.tfrrs.org/results/78231/Southwestern_Jinx_Inv,https://www.tfrrs.org/results/f/78231/Southwestern_Jinx_Inv,f,2023-03-25,Southwestern Jinx Inv,KS
https://www.tfrrs.org/results/77236/Westmont_Classic,https://www.tfrrs.org/results/m/77236/Westmont_Classic,m,2023-03-25,Westmont Classic,CA
https://www.tfrrs.org/results/77236/Westmont_Classic,https://www.tfrrs.org/results/f/77236/Westmont_Classic,f,2023-03-25,Westmont Classic,CA
https://www.tfrrs.org/results/76730/Ursinus_College_Outdoor_Invitational,https://www.tfrrs.org/results/m/76730/Ursinus_College_Outdoor_Invitational,m,2023-03-25,Ursinus College Outdoor Invitational,PA
https://www.tfrrs.org/results/76730/Ursinus_College_Outdoor_Invitational,https://www.tfrrs.org/results/f/76730/Ursinus_College_Outdoor_Invitational,f,2023-03-25,Ursinus College Outdoor Invitational,PA
https://www.tfrrs.org/results/77144/MSMC_2022_Track_Invite,https://www.tfrrs.org/results/m/77144/MSMC_2022_Track_Invite,m,2023-03-25,MSMC 2022 Track Invite,NY
https://www.tfrrs.org/results/77144/MSMC_2022_Track_Invite,https://www.tfrrs.org/results/f/77144/MSMC_2022_Track_Invite,f,2023-03-25,MSMC 2022 Track Invite,NY
https://www.tfrrs.org/results/78878/Bethany_Invitational,https://www.tfrrs.org/results/m/78878/Bethany_Invitational,m,2023-03-25,Bethany Invitational,WV
https://www.tfrrs.org/results/78878/Bethany_Invitational,https://www.tfrrs.org/results/f/78878/Bethany_Invitational,f,2023-03-25,Bethany Invitational,WV
https://www.tfrrs.org/results/78420/Navy_Outdoor_Invitational,https://www.tfrrs.org/results/m/78420/Navy_Outdoor_Invitational,m,2023-03-25,Navy Outdoor Invitational,MD
https://www.tfrrs.org/results/78420/Navy_Outdoor_Invitational,https://www.tfrrs.org/results/f/78420/Navy_Outdoor_Invitational,f,2023-03-25,Navy Outdoor Invitational,MD
https://www.tfrrs.org/results/78348/RaferJohnson_Jackie_Joyner-Kersee_Collegiate,https://www.tfrrs.org/results/m/78348/RaferJohnson_Jackie_Joyner-Kersee_Collegiate,m,2023-03-25,RaferJohnson/Jackie Joyner-Kersee Collegiate,CA
https://www.tfrrs.org/results/78348/RaferJohnson_Jackie_Joyner-Kersee_Collegiate,https://www.tfrrs.org/results/f/78348/RaferJohnson_Jackie_Joyner-Kersee_Collegiate,f,2023-03-25,RaferJohnson/Jackie Joyner-Kersee Collegiate,CA
https://www.tfrrs.org/results/78046/Team_4_Titus_and_Ely_Invitational,https://www.tfrrs.org/results/m/78046/Team_4_Titus_and_Ely_Invitational,m,2023-03-25,Team 4 Titus and Ely Invitational,CA
https://www.tfrrs.org/results/78046/Team_4_Titus_and_Ely_Invitational,https://www.tfrrs.org/results/f/78046/Team_4_Titus_and_Ely_Invitational,f,2023-03-25,Team 4 Titus and Ely Invitational,CA
https://www.tfrrs.org/results/75578/Doc_Jopson_Track__Field_Invitational,https://www.tfrrs.org/results/m/75578/Doc_Jopson_Track__Field_Invitational,m,2023-03-25,Doc Jopson Track & Field Invitational,VA
https://www.tfrrs.org/results/75578/Doc_Jopson_Track__Field_Invitational,https://www.tfrrs.org/results/f/75578/Doc_Jopson_Track__Field_Invitational,f,2023-03-25,Doc Jopson Track & Field Invitational,VA
https://www.tfrrs.org/results/77733/Rhodes_Invitational,https://www.tfrrs.org/results/m/77733/Rhodes_Invitational,m,2023-03-25,Rhodes Invitational,TN
https://www.tfrrs.org/results/77733/Rhodes_Invitational,https://www.tfrrs.org/results/f/77733/Rhodes_Invitational,f,2023-03-25,Rhodes Invitational,TN
https://www.tfrrs.org/results/75614/Blue__Silver_Challenge,https://www.tfrrs.org/results/m/75614/Blue__Silver_Challenge,m,2023-03-25,Blue & Silver Challenge,VA
https://www.tfrrs.org/results/75614/Blue__Silver_Challenge,https://www.tfrrs.org/results/f/75614/Blue__Silver_Challenge,f,2023-03-25,Blue & Silver Challenge,VA
https://www.tfrrs.org/results/77217/Southern_Arkansas-Dan_Veach_Invite,https://www.tfrrs.org/results/m/77217/Southern_Arkansas-Dan_Veach_Invite,m,2023-03-25,Southern Arkansas-Dan Veach Invite,AR
https://www.tfrrs.org/results/77217/Southern_Arkansas-Dan_Veach_Invite,https://www.tfrrs.org/results/f/77217/Southern_Arkansas-Dan_Veach_Invite,f,2023-03-25,Southern Arkansas-Dan Veach Invite,AR
https://www.tfrrs.org/results/78938/Baker_University_Relays,https://www.tfrrs.org/results/m/78938/Baker_University_Relays,m,2023-03-25,Baker University Relays,KS
https://www.tfrrs.org/results/78938/Baker_University_Relays,https://www.tfrrs.org/results/f/78938/Baker_University_Relays,f,2023-03-25,Baker University Relays,KS
https://www.tfrrs.org/results/74517/Wash_U_5_Way,https://www.tfrrs.org/results/m/74517/Wash_U_5_Way,m,2023-03-25,Wash U 5 Way,MO
https://www.tfrrs.org/results/74517/Wash_U_5_Way,https://www.tfrrs.org/results/f/74517/Wash_U_5_Way,f,2023-03-25,Wash U 5 Way,MO
https://www.tfrrs.org/results/75714/Rider_5-way_2023,https://www.tfrrs.org/results/m/75714/Rider_5-way_2023,m,2023-03-25,Rider 5-way 2023,NJ
https://www.tfrrs.org/results/75714/Rider_5-way_2023,https://www.tfrrs.org/results/f/75714/Rider_5-way_2023,f,2023-03-25,Rider 5-way 2023,NJ
https://www.tfrrs.org/results/78873/Hurricane_Collegiate_Invitational,https://www.tfrrs.org/results/m/78873/Hurricane_Collegiate_Invitational,m,2023-03-25,Hurricane Collegiate Invitational,FL
https://www.tfrrs.org/results/78873/Hurricane_Collegiate_Invitational,https://www.tfrrs.org/results/f/78873/Hurricane_Collegiate_Invitational,f,2023-03-25,Hurricane Collegiate Invitational,FL
https://www.tfrrs.org/results/76866/UBC_Open,https://www.tfrrs.org/results/m/76866/UBC_Open,m,2023-03-25,UBC Open,BC
https://www.tfrrs.org/results/76866/UBC_Open,https://www.tfrrs.org/results/f/76866/UBC_Open,f,2023-03-25,UBC Open,BC
https://www.tfrrs.org/results/75439/2023_Willamette_TF_Invitational,https://www.tfrrs.org/results/m/75439/2023_Willamette_TF_Invitational,m,2023-03-25,2023 Willamette T&F Invitational,OR
https://www.tfrrs.org/results/75439/2023_Willamette_TF_Invitational,https://www.tfrrs.org/results/f/75439/2023_Willamette_TF_Invitational,f,2023-03-25,2023 Willamette T&F Invitational,OR
https://www.tfrrs.org/results/77300/Mountaineer_Open,https://www.tfrrs.org/results/m/77300/Mountaineer_Open,m,2023-03-25,Mountaineer Open,KY
https://www.tfrrs.org/results/77300/Mountaineer_Open,https://www.tfrrs.org/results/f/77300/Mountaineer_Open,f,2023-03-25,Mountaineer Open,KY
https://www.tfrrs.org/results/78293/Hanover_Invitational_2023,https://www.tfrrs.org/results/m/78293/Hanover_Invitational_2023,m,2023-03-25,Hanover Invitational 2023,IN
https://www.tfrrs.org/results/78293/Hanover_Invitational_2023,https://www.tfrrs.org/results/f/78293/Hanover_Invitational_2023,f,2023-03-25,Hanover Invitational 2023,IN
https://www.tfrrs.org/results/75333/Belhaven_University_Invitational,https://www.tfrrs.org/results/m/75333/Belhaven_University_Invitational,m,2023-03-25,Belhaven University Invitational,MS
https://www.tfrrs.org/results/75333/Belhaven_University_Invitational,https://www.tfrrs.org/results/f/75333/Belhaven_University_Invitational,f,2023-03-25,Belhaven University Invitational,MS
https://www.tfrrs.org/results/77950/D3_Challenge,https://www.tfrrs.org/results/m/77950/D3_Challenge,m,2023-03-25,D3 Challenge,TX
https://www.tfrrs.org/results/77950/D3_Challenge,https://www.tfrrs.org/results/f/77950/D3_Challenge,f,2023-03-25,D3 Challenge,TX
https://www.tfrrs.org/results/76693/Lee_University_Invitational,https://www.tfrrs.org/results/m/76693/Lee_University_Invitational,m,2023-03-25,Lee University Invitational,TN
https://www.tfrrs.org/results/76693/Lee_University_Invitational,https://www.tfrrs.org/results/f/76693/Lee_University_Invitational,f,2023-03-25,Lee University Invitational,TN
https://www.tfrrs.org/results/77409/PLNU_Invitational,https://www.tfrrs.org/results/m/77409/PLNU_Invitational,m,2023-03-25,PLNU Invitational,CA
https://www.tfrrs.org/results/77409/PLNU_Invitational,https://www.tfrrs.org/results/f/77409/PLNU_Invitational,f,2023-03-25,PLNU Invitational,CA
https://www.tfrrs.org/results/78413/Outdoor_LVC_Mini_Meet,https://www.tfrrs.org/results/m/78413/Outdoor_LVC_Mini_Meet,m,2023-03-25,Outdoor LVC Mini Meet,PA
https://www.tfrrs.org/results/78413/Outdoor_LVC_Mini_Meet,https://www.tfrrs.org/results/f/78413/Outdoor_LVC_Mini_Meet,f,2023-03-25,Outdoor LVC Mini Meet,PA
https://www.tfrrs.org/results/78345/Grand_View_Viking_Relays,https://www.tfrrs.org/results/m/78345/Grand_View_Viking_Relays,m,2023-03-25,Grand View Viking Relays,IA
https://www.tfrrs.org/results/78345/Grand_View_Viking_Relays,https://www.tfrrs.org/results/f/78345/Grand_View_Viking_Relays,f,2023-03-25,Grand View Viking Relays,IA
https://www.tfrrs.org/results/78403/LSU_Battle_on_the_Bayou,https://www.tfrrs.org/results/m/78403/LSU_Battle_on_the_Bayou,m,2023-03-25,LSU Battle on the Bayou,LA
https://www.tfrrs.org/results/78403/LSU_Battle_on_the_Bayou,https://www.tfrrs.org/results/f/78403/LSU_Battle_on_the_Bayou,f,2023-03-25,LSU Battle on the Bayou,LA
https://www.tfrrs.org/results/75862/WCU_Purple__Gold_Invitational,https://www.tfrrs.org/results/m/75862/WCU_Purple__Gold_Invitational,m,2023-03-25,WCU Purple & Gold Invitational,PA
https://www.tfrrs.org/results/75862/WCU_Purple__Gold_Invitational,https://www.tfrrs.org/results/f/75862/WCU_Purple__Gold_Invitational,f,2023-03-25,WCU Purple & Gold Invitational,PA
https://www.tfrrs.org/results/77063/2023_Dan_Stimson_Memorial_Invitational,https://www.tfrrs.org/results/m/77063/2023_Dan_Stimson_Memorial_Invitational,m,2023-03-25,2023 Dan Stimson Memorial Invitational,VA
https://www.tfrrs.org/results/77063/2023_Dan_Stimson_Memorial_Invitational,https://www.tfrrs.org/results/f/77063/2023_Dan_Stimson_Memorial_Invitational,f,2023-03-25,2023 Dan Stimson Memorial Invitational,VA
https://www.tfrrs.org/results/78883/Torneo_Internacional_de_Lanzamientos_Alfredo_Romero,https://www.tfrrs.org/results/m/78883/Torneo_Internacional_de_Lanzamientos_Alfredo_Romero,m,2023-03-25,Torneo Internacional de Lanzamientos Alfredo Romero,PR
https://www.tfrrs.org/results/78883/Torneo_Internacional_de_Lanzamientos_Alfredo_Romero,https://www.tfrrs.org/results/f/78883/Torneo_Internacional_de_Lanzamientos_Alfredo_Romero,f,2023-03-25,Torneo Internacional de Lanzamientos Alfredo Romero,PR
https://www.tfrrs.org/results/78876/Mark_A_Phillips_Tiger_Invite,https://www.tfrrs.org/results/m/78876/Mark_A_Phillips_Tiger_Invite,m,2023-03-25,Mark A. Phillips Tiger Invite,KS
https://www.tfrrs.org/results/78876/Mark_A_Phillips_Tiger_Invite,https://www.tfrrs.org/results/f/78876/Mark_A_Phillips_Tiger_Invite,f,2023-03-25,Mark A. Phillips Tiger Invite,KS
https://www.tfrrs.org/results/78127/Little_3_Championships,https://www.tfrrs.org/results/m/78127/Little_3_Championships,m,2023-03-25,Little 3 Championships,PA
https://www.tfrrs.org/results/78127/Little_3_Championships,https://www.tfrrs.org/results/f/78127/Little_3_Championships,f,2023-03-25,Little 3 Championships,PA
https://www.tfrrs.org/results/78216/2023_Pasadena_City_College_Invite,https://www.tfrrs.org/results/m/78216/2023_Pasadena_City_College_Invite,m,2023-03-24,2023 Pasadena City College Invite,CA
https://www.tfrrs.org/results/78216/2023_Pasadena_City_College_Invite,https://www.tfrrs.org/results/f/78216/2023_Pasadena_City_College_Invite,f,2023-03-24,2023 Pasadena City College Invite,CA
https://www.tfrrs.org/results/77633/Knights_Invite,https://www.tfrrs.org/results/m/77633/Knights_Invite,m,2023-03-24,Knights Invite,FL
https://www.tfrrs.org/results/77633/Knights_Invite,https://www.tfrrs.org/results/f/77633/Knights_Invite,f,2023-03-24,Knights Invite,FL
https://www.tfrrs.org/results/78877/2023_OBU_Invite,https://www.tfrrs.org/results/m/78877/2023_OBU_Invite,m,2023-03-24,2023 OBU Invite,OK
https://www.tfrrs.org/results/78877/2023_OBU_Invite,https://www.tfrrs.org/results/f/78877/2023_OBU_Invite,f,2023-03-24,2023 OBU Invite,OK
https://www.tfrrs.org/results/75462/2023_EIU_Big_Blue,https://www.tfrrs.org/results/m/75462/2023_EIU_Big_Blue,m,2023-03-24,2023 EIU Big Blue,IL
https://www.tfrrs.org/results/75462/2023_EIU_Big_Blue,https://www.tfrrs.org/results/f/75462/2023_EIU_Big_Blue,f,2023-03-24,2023 EIU Big Blue,IL
https://www.tfrrs.org/results/78419/Carnegie_Mellon_Track__Field_Invitational,https://www.tfrrs.org/results/m/78419/Carnegie_Mellon_Track__Field_Invitational,m,2023-03-24,Carnegie Mellon Track & Field Invitational,PA
https://www.tfrrs.org/results/78419/Carnegie_Mellon_Track__Field_Invitational,https://www.tfrrs.org/results/f/78419/Carnegie_Mellon_Track__Field_Invitational,f,2023-03-24,Carnegie Mellon Track & Field Invitational,PA
https://www.tfrrs.org/results/78106/Amy_Adams_Memorial,https://www.tfrrs.org/results/m/78106/Amy_Adams_Memorial,m,2023-03-24,Amy Adams Memorial,OH
https://www.tfrrs.org/results/78106/Amy_Adams_Memorial,https://www.tfrrs.org/results/f/78106/Amy_Adams_Memorial,f,2023-03-24,Amy Adams Memorial,OH
https://www.tfrrs.org/results/78347/Bob_Larsen_Distance_Carnival,https://www.tfrrs.org/results/m/78347/Bob_Larsen_Distance_Carnival,m,2023-03-24,Bob Larsen Distance Carnival,CA
https://www.tfrrs.org/results/78347/Bob_Larsen_Distance_Carnival,https://www.tfrrs.org/results/f/78347/Bob_Larsen_Distance_Carnival,f,2023-03-24,Bob Larsen Distance Carnival,CA
https://www.tfrrs.org/results/76010/Dr_Jack_M_Toms_Alumni_Invitational,https://www.tfrrs.org/results/m/76010/Dr_Jack_M_Toms_Alumni_Invitational,m,2023-03-24,Dr. Jack M. Toms Alumni Invitational,VA
https://www.tfrrs.org/results/76010/Dr_Jack_M_Toms_Alumni_Invitational,https://www.tfrrs.org/results/f/76010/Dr_Jack_M_Toms_Alumni_Invitational,f,2023-03-24,Dr. Jack M. Toms Alumni Invitational,VA
https://www.tfrrs.org/results/76649/CSU_Pueblo_Spank_Blasing_Invitational,https://www.tfrrs.org/results/m/76649/CSU_Pueblo_Spank_Blasing_Invitational,m,2023-03-24,CSU Pueblo Spank Blasing Invitational,CO
https://www.tfrrs.org/results/76649/CSU_Pueblo_Spank_Blasing_Invitational,https://www.tfrrs.org/results/f/76649/CSU_Pueblo_Spank_Blasing_Invitational,f,2023-03-24,CSU Pueblo Spank Blasing Invitational,CO
https://www.tfrrs.org/results/77799/Mangrum_Invitational,https://www.tfrrs.org/results/m/77799/Mangrum_Invitational,m,2023-03-24,Mangrum Invitational,CA
https://www.tfrrs.org/results/77799/Mangrum_Invitational,https://www.tfrrs.org/results/f/77799/Mangrum_Invitational,f,2023-03-24,Mangrum Invitational,CA
https://www.tfrrs.org/results/78885/16th_Annual_Wayne_State_-_Wildcat_Classic,https://www.tfrrs.org/results/m/78885/16th_Annual_Wayne_State_-_Wildcat_Classic,m,2023-03-24,16th Annual  Wayne State -  Wildcat Classic,NE
https://www.tfrrs.org/results/78885/16th_Annual_Wayne_State_-_Wildcat_Classic,https://www.tfrrs.org/results/f/78885/16th_Annual_Wayne_State_-_Wildcat_Classic,f,2023-03-24,16th Annual  Wayne State -  Wildcat Classic,NE
https://www.tfrrs.org/results/77970/Peyton-Shotwell_Invitational_2023,https://www.tfrrs.org/results/m/77970/Peyton-Shotwell_Invitational_2023,m,2023-03-24,Peyton-Shotwell Invitational 2023,WA
https://www.tfrrs.org/results/77970/Peyton-Shotwell_Invitational_2023,https://www.tfrrs.org/results/f/77970/Peyton-Shotwell_Invitational_2023,f,2023-03-24,Peyton-Shotwell Invitational 2023,WA
https://www.tfrrs.org/results/78218/Blue__Gold_Goucher_Classic,https://www.tfrrs.org/results/m/78218/Blue__Gold_Goucher_Classic,m,2023-03-24,Blue & Gold Goucher Classic,MD
